Wiener,Randich
929.0,10.865
810.0,10.325999999999999
905.0,10.865
824.0,10.31
824.0,10.31
2112.0,13.865
824.0,10.31
812.0,10.325999999999999
812.0,10.325999999999999
826.0,10.31
826.0,10.31
2128.0,13.865
826.0,10.31
2000.0,13.882
810.0,10.325999999999999
1077.0,11.22
1221.0,11.614
1223.0,11.614
819.0,10.31
941.0,10.704
943.0,10.704
819.0,10.31
941.0,10.704
928.0,10.72
1910.0,13.126
1190.0,11.899000000000001
1214.0,11.882
798.0,10.325999999999999
712.0,9.916
712.0,9.916
712.0,9.916
712.0,9.916
1182.0,11.899000000000001
712.0,9.916
